"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"06/01/2021","35","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"06/02/2021","43","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/03/2021","33","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/04/2021","35","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/05/2021","52","","Near Road","11-001-0051","AirNow"
"06/06/2021","58","","Near Road","11-001-0051","AirNow"
"06/07/2021","54","","Near Road","11-001-0051","AirNow"
"06/08/2021","51","","Near Road","11-001-0051","AirNow"
"06/09/2021","44","","Near Road","11-001-0051","AirNow"
"06/10/2021","42","","Near Road","11-001-0051","AirNow"
"06/11/2021","28","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/12/2021","37","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/13/2021","32","","Near Road","11-001-0051","AirNow"
"06/14/2021","42","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/15/2021","34","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"06/16/2021","25","","Near Road","11-001-0051","AirNow"
"06/17/2021","28","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/18/2021","44","","Near Road","11-001-0051","AirNow"
"06/19/2021","59","","Near Road","11-001-0051","AirNow"
"06/20/2021","58","","Near Road","11-001-0051","AirNow"
"06/21/2021","45","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/22/2021","29","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/23/2021","26","","Near Road","11-001-0051","AirNow"
"06/24/2021","40","","Near Road","11-001-0051","AirNow"
"06/25/2021","27","","Near Road","11-001-0051","AirNow"
"06/26/2021","35","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/27/2021","43","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/28/2021","43","","Near Road","11-001-0051","AirNow"
"06/29/2021","43","","King Greenleaf Rec Center","11-001-0053","AirNow"
"06/30/2021","40","","Near Road","11-001-0051","AirNow"
"07/01/2021","33","","Near Road","11-001-0051","AirNow"
"07/02/2021","32","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/03/2021","23","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/04/2021","153","","Near Road","11-001-0051","AirNow"
"07/05/2021","119","","Near Road","11-001-0051","AirNow"
"07/06/2021","70","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/07/2021","75","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/08/2021","57","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/09/2021","35","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/10/2021","35","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/11/2021","52","","Near Road","11-001-0051","AirNow"
"07/12/2021","51","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/13/2021","51","","Near Road","11-001-0051","AirNow"
"07/14/2021","40","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/15/2021","46","","Near Road","11-001-0051","AirNow"
"07/16/2021","54","","Near Road","11-001-0051","AirNow"
"07/17/2021","57","","Near Road","11-001-0051","AirNow"
"07/18/2021","29","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/19/2021","76","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/20/2021","92","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/21/2021","96","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/22/2021","57","","RIVER TERRACE","11-001-0041","AirNow"
"07/23/2021","48","","Near Road","11-001-0051","AirNow"
"07/24/2021","53","","Near Road","11-001-0051","AirNow"
"07/25/2021","63","","King Greenleaf Rec Center","11-001-0053","AirNow"
"07/26/2021","58","","Near Road","11-001-0051","AirNow"
"07/27/2021","61","","Near Road","11-001-0051","AirNow"
"07/28/2021","63","","Near Road","11-001-0051","AirNow"
"07/29/2021","69","","Near Road","11-001-0051","AirNow"
"07/30/2021","61","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"07/31/2021","37","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/01/2021","62","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/02/2021","57","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"08/03/2021","51","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/04/2021","48","","Near Road","11-001-0051","AirNow"
"08/05/2021","54","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/06/2021","54","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/07/2021","45","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/08/2021","38","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/09/2021","55","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/10/2021","61","","Near Road","11-001-0051","AirNow"
"08/11/2021","48","","Near Road","11-001-0051","AirNow"
"08/12/2021","47","","Near Road","11-001-0051","AirNow"
"08/13/2021","50","","Near Road","11-001-0051","AirNow"
"08/14/2021","44","","Near Road","11-001-0051","AirNow"
"08/15/2021","35","","Near Road","11-001-0051","AirNow"
"08/16/2021","44","","Near Road","11-001-0051","AirNow"
"08/17/2021","35","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/18/2021","32","","Near Road","11-001-0051","AirNow"
"08/19/2021","28","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/20/2021","27","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/21/2021","36","","Near Road","11-001-0051","AirNow"
"08/22/2021","42","","Near Road","11-001-0051","AirNow"
"08/23/2021","56","","Near Road","11-001-0051","AirNow"
"08/24/2021","57","","Near Road","11-001-0051","AirNow"
"08/25/2021","64","","Near Road","11-001-0051","AirNow"
"08/26/2021","59","","Near Road","11-001-0051","AirNow"
"08/27/2021","55","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/28/2021","54","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/29/2021","53","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/30/2021","46","","King Greenleaf Rec Center","11-001-0053","AirNow"
"08/31/2021","48","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/01/2021","40","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/02/2021","25","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"09/03/2021","25","","Near Road","11-001-0051","AirNow"
"09/04/2021","34","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/05/2021","46","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/06/2021","36","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/07/2021","39","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/08/2021","51","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/09/2021","33","","MCMILLAN  NCore-PAMS","11-001-0043","AirNow"
"09/10/2021","27","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/11/2021","38","","Near Road","11-001-0051","AirNow"
"09/12/2021","42","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/13/2021","59","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/14/2021","69","","Near Road","11-001-0051","AirNow"
"09/15/2021","54","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/16/2021","43","","Near Road","11-001-0051","AirNow"
"09/17/2021","37","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/18/2021","54","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/19/2021","43","","Near Road","11-001-0051","AirNow"
"09/20/2021","33","","Near Road","11-001-0051","AirNow"
"09/21/2021","26","","Near Road","11-001-0051","AirNow"
"09/22/2021","28","","Near Road","11-001-0051","AirNow"
"09/23/2021","22","","King Greenleaf Rec Center","11-001-0053","AirNow"
"09/24/2021","28","","Near Road","11-001-0051","AirNow"
"09/25/2021","43","","Near Road","11-001-0051","AirNow"
"09/26/2021","26","","King Greenleaf Rec Center","11-001-0053","AirNow"
